rating,user,category,age,date,review,review_category
5,ton****,가족여행으로 좋아요,40대,2023.09.22,아버지 해외여행으로 베트남 다낭을 선택하고 걱정도 많았지만 현지 이용준 가이드 덕분에 즐겁고 편안한 여행을 하셨다고합니다. 일정마다 음료수 및 과일도 챙겨 주시고 심지어는 마지막 날 마사지에서 팁을 줄돈이 떨어졌을때 대신 내주기 까지 하셨다네요. 추천합니다 이용준 가이드~^^,"객실 뷰가 좋아요
일정이 알차요
현지 음식이 다양해요
가격이 합리적이에요
가이드가 배려 깊고 세심해요"
5,soo*****,친구모임으로 좋아요,60대,2023.09.21,베트남 여행가려고할때 그저그러겠지 했는데 도착하면서 부터 너무 즐겁고 행복했답니다 가이드분이 정성것 스케줄이 너무 좋았어요,"객실이 깨끗해요
일정이 알차요
현지 음식이 다양해요
가격만큼 가치 있어요
가이드가 배려 깊고 세심해요"
5,kgd****,가족여행으로 좋아요,30대,2023.09.20,굿굿입니다요good.,"객실이 깨끗해요
일정이 알차요
현지 음식이 맛있어요
가격이 합리적이에요
가이드가 전문적이에요"
5,syj***,커플여행으로 좋아요,30대,2023.09.19,다낭을 가기로 마음먹자마자 바로 결제하고 떠난 여행이었는데 좋았습니다 다시 또 가보고 싶어요,"객실이 깨끗해요
일정이 알차요
현지 음식이 맛있어요
가격만큼 가치 있어요
가이드가 열정적이에요"
2,bla*********,가족여행으로 좋아요,40대,2023.09.17,아들7세랑 다녀왓는데 너무빡쌘 일정에 좀 피곤햇네요 ㅠ 수영도 하루밖에못하구 살짝아쉬워여,"객실이 깨끗해요
일정이 알차요
가격이 합리적이에요
현지 음식이 맛있어요
가이드가 전문적이에요"
4,99k**,가족여행으로 좋아요,40대,2023.09.17,엄마 모시고 다녀 왔는데 좋아하셨습니다. 베트남은 2번째인데 갈때마다 느끼는건 가이드들이 매출 올리려고 난리네요 여행비용 결제한거보다 2~3배 더 쓰고 온다고 생각하시면 됩니다. 가이드들이 대놓고 사달라고 하네요ㅜ 패키지는 어쩔수 없나 봅니다,"호텔 부대시설이 좋아요
객실 뷰가 좋아요
일정이 여유로워요
현지 음식이 다양해요
가격이 합리적이에요"
5,for********,가족여행으로 좋아요,40대,2023.09.17,최근 지인들이 많이 갔다 온 다낭을 여행지로 선택하게 되었어요 출발하려는 날짜 상품에 이미 예약인원수가 꽤 되는 상품이 있어서 꼭 그 날짜에 가야만 해서 선택하게 되었습니다 처음엔 인원수가 많아서 혼잡하지 않을까 걱정도 했지만 능력있고 배려심 넘치는 가이드님 덕분에 모든 일정을 잘 소화 할 수 있었으며 많은 분들과 좋은 인연이 되어 같이 함께 여행해서 더 즐거웠습니다. 좋은 분들을 만나 좋은시간을 함께해서 오래 기억이 남을 것같아요 가이드님 정말 수고하셨고 감사합니다.,"가이드가 배려 깊고 세심해요
가격이 합리적이에요
현지 음식이 맛있어요
즐길 거리가 다양해요
호텔이 시내에 있어요"
4,명성방,커플여행으로 좋아요,60대,2023.09.16,가격이싸서 선택관광을 다해야한다는데는동감합니다. 비가와서 유도리있게 빠질수있는 항목이있는데 그대로진행하였던 부분은 아쉬움이남습니다,"호텔이 관광지와 가까워요
일정이 여유로워요
현지 음식이 다양해요
가격이 합리적이에요
가이드가 전문적이에요"
3,tok****,아동동반 여행으로 좋아요,40대,2023.09.14,"여러 사람이 보는 공간이라 가이드 실명을 밝히지 않겠지만, 패키지 여행을 선택 한 가장 큰 이유 중 하나가 가이드로부터 전해 듣는 현지 사정과 여러가지 정보인데 이번에 배정 받은 가이드는 최악이었음 물론 가이드가 옵션 강요하고 쇼핑에 열 올리는거야 십분 이해 하지만 기본적으로 설명이 너무 부족한게 아니라 형편없음 오히려 옆에 보조하는 현지 가이드가 더 친절함 여행 후기로 뭔가 큰 개선을 요구 하는 건 아니지만, 이런 가이드 만날까봐 다시는 패키지 상품은 이용 안 해야지 하는 마음 들게 하는 건 하나투어 여행사는 고민 해야 될 문제...",호텔 부대시설이 좋아요
5,kim*******,커플여행으로 좋아요,50대,2023.09.14,"넘 즐거운 여행 좋았어요 1,500m 높이 산 위에 바닐라 덴마파크 도 신기하고 현지 음식도 먹을 만 해서 괜찬았어요 한번쯤은 가볼만한 여행지예요~~","객실이 깨끗해요
일정이 여유로워요
현지 음식이 맛있어요
가격이 합리적이에요
가이드가 배려 깊고 세심해요"
5,온리빈,친구모임으로 좋아요,20대,2023.09.12,"지난 여행에 이어 이번에도 같은 일정으로 3박5일 여행을 친구랑 다녀왔습니다. 마찬가지로 출발하기 2-3일 전에 가이드님이 정해졌고 좋은 가이드님을 만나길 간절히 바랬습니다. 정말 운좋게도 지난번과 마찬가지로 김주현가이드님, 미소 가이드님으로 배정 받았고 여행하는 내내 저희 16명의 인원을 아무 문제 없이 잘 이끌어주셨습니다 ㅎㅎ 역시 믿고 보는 주현 가이드님!! 지난번에 이어 한번 더 만나뵈서 좋았고 어색하지 않아서 좋았고 편하고 세심한 배려로 알찬 관광을 할 수 있어서 너무 행복했어요~ 또한, 미소가이드님도 저를 알아봐주시고...","호텔이 시내에 있어요
즐길 거리가 다양해요
가이드가 배려 깊고 세심해요
가이드가 전문적이에요
가격만큼 가치 있어요"
4.4,미키미니,친구모임으로 좋아요,50대,2023.09.10,행복한 시간 지내고 와서 좋아요,
4.8,wld*****,커플여행으로 좋아요,30대,2023.09.10,여행 즐거운 여행이었습니다,
4.8,산이,가족여행으로 좋아요,60대,2023.09.10,한국인 가이드의 자세한 설명에 좋은 체험을 했습니다,
4.6,sks******,가족여행으로 좋아요,40대,2023.09.09,즐겁고 행복한 여행이었습니다,
4.6,04_*****,가족여행으로 좋아요,20대,2023.09.09,오고갈 때 비행기가 연착된 것 빼고는 다 만족스러운 여행이었습니다~ 저희 버스는 에어컨이 빵빵해서 추울 지경이었어요 숙소(dlg호텔)도 에어컨 낮은 온도로 틀고 자면 추워서 온도도 높여서 잤구요 늦은 아침 시작하는 일정이라 꽤 여유로운 여행이 되었던 것 같아요~ 일정 다녀오면 늘 청소가 되어있었고 룸 컨디션도 좋았습니다 웰컴 과일도 너무 많아서 다 못 먹었어요 ㅋㅋㅋ 무엇보다 숙소 뷰가 맛집입니다! 아침에 일어나면 맞이해주는 예쁜 미케비치 ♡ 1층과 3층에 있는 수영장에도 안전요원이 계속 살피고 계셔서 안전한 물놀이를 할 수 있습...,
4.8,블루스카이,친구모임으로 좋아요,40대,2023.09.08,경기도 다낭시 ㅎ 볼거리 많고 음식맛있고 많이걷고 ㅡ너무 즐거웠습니다 로컬맛집도 많구 치안도 안전하고 여행지 추천합니다,
3.6,uug*****,가족여행으로 좋아요,30대,2023.09.08,가족여행 다녀왔습니다. 너무 더운 날씨에 일정을 소화하기가 힘들었는데 패키지팀을 잘 만나서 즐거운 여행이었어요. 일정 중간중간 선택 관광 / 쇼핑센터 방문이 포함되어있었는데 부담스러운 강요는 없었는데도 불구하고 단체 일정이라 그런지 추가 비용이 꽤 들었네요. 현지 가이드님도 너무 좋았고요! 김형권 가이드님 더운날씨에 고생 많으셨어요. 덕분에 즐거운 여행이었습니다.,
3,kks*******,가족여행으로 좋아요,40대,2023.09.07,유료상품이 너무 많아 비용면에서 부담스러웠어여. 패키지안에 편히 여행할수 있는곳을 좀 더 넣어주셨음 하는 아쉬움이 좀 크게 남아요. 하지만 정은인 가이드님이 부족한 부분을 밝은에너지로 채워주셔서 조금은 아쉬운맘이 줄긴 했지만 어느정도 패키지개선이 필요하다는 생각을 해봅니다.,
3.6,lim******,친구모임으로 좋아요,50대,2023.09.03,숙소.음식 다 좋았습니다 현지가이드님도 안내잘해주셨구요 즐겁게 잘 다녀왔습니다 감사합니다~,
5,은총겔러리,커플여행으로 좋아요,60대,2023.09.03,가성비 좋아요 힐링 에좋은여행 입니다,
5,jan*******,가족여행으로 좋아요,50대,2023.09.03,믿고 떠나는 하나투어 입니다 박현수 가이드님 너무 감사합니다 가이드님 덕분에 안전하고 즐거운 일정 되었습니다~^^,
3.4,나그네,커플여행으로 좋아요,60대,2023.08.31,비교적 즐거운 여행 이였습니다,
2.2,nic****,가족여행으로 좋아요,40대,2023.08.30,다낭 두번째 여행이였는데 우선 호텔이 너무 안좋았다. 조식은 물론 테라스 없는 답답함! 가는곳 마다 줄서기에 맛사지 도중 정전...,
5,cbjeon21,아동동반 여행으로 좋아요,50대,2023.08.29,가이드가 아주 맘에 들었습니다,
4.6,호수,커플여행으로 좋아요,60대,2023.08.28,출발이.다소늦은감.있어으나.도착해서.푹쉴수있어.좋았고요.현지가이드님의.배려로.과일바구니저녁디저트로.여행마지막까지.너무맛있게.먹었읍니다저렴한비용이라.망설였는데.너무.만족한.여행이.되었읍니다.,
5,you*****,친구모임으로 좋아요,30대,2023.08.27,즐거운 여행을 선물해주신 태지원 가이드님과 현지 가이드님도 너무 감사합니다😊 쨍하고 무더운 날씨에 그늘만 찾아 다녔던것 같은데 지나고 보니 행복 가득했던것 같아요👏🏻 알찬 여행 의미있는 여행이였습니다❤️ 함께여행한 팀들도 너무 너무 좋았습니다⭐️,
4.4,cho******,가족여행으로 좋아요,30대,2023.08.27,"8/21 태지원 가이드님과 소니가이드님, 그리고 함께 여행한 일행들 덕분에 더 즐거운 여행이였어요~ 다들 보고싶어요ㅠㅠ 덥고 고단하지만 또 가고 싶어요.",
5,보이나,커플여행으로 좋아요,20대,2023.08.27,진짜 좋은 시간들 보냈습니다. 가이드분들도 잘해 줬어요. . 도다시 다룬 여행로 만나갰습니다.,
3.8,sys***,친구모임으로 좋아요,50대,2023.08.26,일정내내 가족처럼 대해주신 미소가멋진 태지원가이드님과 따가운 햇살에도 팀일행사진 멋지게 찍어주신 현지가이드 손 덕분에 짧았지만 알차게 3박5일 일정을 보냈어요 감사합니다 ^^ 함께 여행하신 일행분들도 너무좋으신분들이라 일정내내 즐거웠어요 감사해요 ^^,
3.6,azr******,가족여행으로 좋아요,40대,2023.08.25,여행은 좋았어요 그런데 가족여행인데 비행기 티켓 자리가 미성년자 끼리 어른끼리 자리 배치는 너무한거 아닌가요바로뒤도 아니고 3자리 뒤에 ㅜㅜ,
3.4,mys*******,가족여행으로 좋아요,40대,2023.08.24,그랩 이용 하시면 자유시간에 활용 하시는것도 꽤 괜찮을 좋을듯 합니다. 저는 쇼핑해서 선물 사갈 시간적 여유가 부족했어요. 롯데 마트 가고 싶었는데 그걸 못해봤네요,
4.2,pup*****,가족여행으로 좋아요,50대,2023.08.24,아들과 첨 함께한 해외여행인데 누구보다 여행의 즐김을 제대로 보낸 아이의 표정에 만족합니다.,
4.2,asn******,가족여행으로 좋아요,30대,2023.08.24,부모님은 첫 해외여행이라 자유랑 패키지를 고민하다가 아무래도 일정짜기도 복잡할 것 같아 처음 패키지로 다녀오게되었어요 한번도 이렇게 길게 평을 남겨본 적은 없는데 첫 패키지였고 우선 패키지 여행의 장단점은 확실하게 알게된 것 같아서 부모님 모시고 다낭여행 계획중이시거나 자유 여행과 고민 중이라면 제 리뷰를 꼭 읽으셨으면 좋겠습니다. 한석현 가이드님에 대해서는 후기가 없어서 나름 걱정했었는데 처음 만났을 때부터 친근하게 대해주시고 물어보는 것들 다 너무 친절하게 알려주셔서 감사했어요. 덕분에 예민한 저희 엄마도 별다른 말없이 잘 여...,
4.2,gue******,커플여행으로 좋아요,60대,2023.08.23,가이드님의 배려와 친절로 즐거운 여행이었읍니다,
3.4,sik****,가족여행으로 좋아요,60대,2023.08.22,"예전에도 하나트어를 이용해 몇번 여행을 했으나 이번 현지 가이드처럼 멋지고 여행객(나)를 울고 옷음을 준 가이드는 처음이었다. 많은 정이 들어갈 3일차 문제는 쇼핑(침향.노니 판매소)에서 일어났다. 어디서든 물건은 흥정하는게 맞지 않은가? 가격 절충에서 결국 구입하지 않고 나오기전 그렇게 깎으려면 가이드에게 sign을 하라 부터 가이드 얼굴이 변했고 그냥 나오는 우리 뒤에서 한국인으로 추정되는 여직원 왈 ""여기가 뭐 콩나물시장이냐 깎으려만 하느냐?"" 는 비아낭. 거리는 소리를 듣고 화가 치솟았지만 여러가지 특히 가이드, 우리...",
4.2,kyc*******,가족여행으로 좋아요,50대,2023.08.22,패키지 여행 아주좋아요. 감사합니다.,
5,sun******,가족여행으로 좋아요,40대,2023.08.21,"코로나때문에 한동안 못갔던 해외여행을 4년만에 가게되어 기대를 많이 하고 있었어요. 동생과 함께 어디로 갈까 많은 고민을 하다가 8/16~8/20까지 베트남 다낭과 호이안으로 3박5일 패키지여행을 가기로 결정했습니다. 30명이라는 많은 인원이 함께 하는건 처음이라서 걱정도 많이 했었는데 노련하고 서비스 좋은 베테랑 김호중가이드님과 랑을 만나서 행운이었어요. 여행기간내내 날씨가 엄청 더웠는데 가이드님이 시원한 물과 아이스커피/맥주/과일주스 등과 망고, 망고스틴같은 열대과일들을 서비스로 많이 챙겨주셔서 따로 사먹을 일이 없더라구요. 패...",
4.8,koh****,가족여행으로 좋아요,40대,2023.08.19,첫 패키지 여행 코로나가 끝나고 가족들과 여행을 준비하면서 패키지여행시 힘든여정이 될까 걱정했는데 그런 걱정은 할필요가 없었다는거~~ 가이드님의 배려와 재치로 즐거운 여행이 되었습,
3,tka*****,가족여행으로 좋아요,40대,2023.08.19,박재석 가이드 최악이었습니다 일정도 맘대로 바꾸고 30달러옵션 안하고 5달러 발마사지 받게하고 차액도 환불없고 경험부족에 동남아 9번째 여행중 중 최악의 가이드였음,
4.4,sim******,친구모임으로 좋아요,60대,2023.08.18,"여행 일정 내내 가이드의 친절한 안내 덕분에 매일같이 다음 일정이 기대되는 편안하고, 즐거운 여행이었음.",
2.4,mir*******,기타,30대,2023.08.17,선택관광 강요 넘 심해요 팁도 자유인데 너무 주라해여,
4,mon*****,아동동반 여행으로 좋아요,40대,2023.08.17,관광중심 패키지이지만 한나절 정도는 자유시간이 더 있었으면 합니다.,
3.8,mss****,친구모임으로 좋아요,50대,2023.08.17,날씨가 너무 더운거 빼곤 좋았습니다,
4.8,jsa****,가족여행으로 좋아요,20대,2023.08.17,잼있게 놀다가요~ 좀 더웠지만 날씨가 완벽해서 좋았어용,
5,msm*****,커플여행으로 좋아요,40대,2023.08.16,잘 다녀왔어요. 좋았습니다.,
4,워니,커플여행으로 좋아요,50대,2023.08.16,날씨도 좋고 일행들도 좋은분들 만나서 즐거운 여행이었네요,
4.4,aud*******,나홀로 여행으로 좋아요,20대,2023.08.15,처음으로 그것도 나홀로 패키지인데 불구하고 기대도 안했었는데… 생각이상으로 만족스러운 여행이였고 가이드님 덕분에 즐거운 여행을 보낼수가 있었습니다! 나홀로 힐링도 제대로 하고 왔습니다~ ㅎㅎ,
4.6,256*****,친구모임으로 좋아요,50대,2023.08.15,날씨는 더웠지만 나름 회사동료들과 즐거운 여행이었습니다,
4.2,011*****,가족여행으로 좋아요,40대,2023.08.15,"처음가는가족여행이였고.사춘기아들과 함께였기에 패키지에대한 우려를 하고있었는데 너무나 열정적인 이수진가이드님과.현지가이드 두한님의 배려. 수고덕분에 즐거운 가족여행을 완성하였습니다.체감온도 45도로 느껴질만큼 더운날씨에 지칠만하면 준비해주시는 센스있는 음료서비스, 유동적인스케줄계획관리. 단한번 자리에 앉지않으시고 베트남에대해 하나라도 더 알려주시기위해 애써주신 가이드님의 열정을 잊지못할것입니다 현지가이드도 얼마나 순수하고 착하신지.몸을아끼지 않으시고 다양한요구에 응대하시고.사진찍어주시고. 헤어질때는 매우아쉬웠어요.다음에 베트남오면 연...",
5,chl*********,가족여행으로 좋아요,20대,2023.08.15,기억에 남을 3박 5일 여행을 만들어주셔서 정말정말 감사드립니다! 다음에 꼭 다시 와보고싶을만큼 좋았어요 세심하게 배려해주신 박찬옥 가이드님과 현지 가이드님께도 너무 감사드린다는 말씀 드리고싶네요 ㅎㅎ,
4.4,cys****,가족여행으로 좋아요,50대,2023.08.14,가이드님이친절하여서기억에남는여행을할수있었습니다,
4.6,go1****,가족여행으로 좋아요,40대,2023.08.14,패키지는 하지말라는 주위사람들 말듣고 취소할까 고민 걱정 하고 선택한 여행이었는데 3박5일동안 너무 즐거웠어요.무엇보다 저희팀과함께 했던 김형석 가이드님!!완전 좋으셨어요. 선택관광 강요없으시고 안하시는분들은 대기없이 다른선택권주시고 사람은 겪어 봐야 한다는말 맞는 말인듯해요.ㅎㅎㅎ첫인상은 쫌 차가워서^^ 차에 이동시 쉬지도 않으시고 설명도 진짜 잘해줘 서 베트남에 대해 더 자세히 알게된 여행이었습니다.다음번에 지정해서 가이드님 만날수 있다면 또 함께 하고 싶을정도로 즐거운 여행이었습니다.,
5,hongjinhee2003,커플여행으로 좋아요,40대,2023.08.14,패키지상품을 종종 다니는 편인데 이번만큼 만족스런 상품은 없었던것같네요,
4.8,kyyso,친구모임으로 좋아요,40대,2023.08.13,오전 시간을 여유있게 시작해서 좋았습니다. 선택관광을 여러 개 묶어 일괄진행한 점은 다소 아쉽습니다. 선택관광 미 참여 시 대기시키지 말고 숙소로 데려다주거나 개인 시간을 주세요.,
3.8,bsh****,가족여행으로 좋아요,40대,2023.08.13,가이드님 친절해서 좋았어요,
5,cho*********,가족여행으로 좋아요,50대,2023.08.11,고생하셨습니다. 덕분에 즐거운 여행이었습니다.,
5,yg1***,친구모임으로 좋아요,40대,2023.08.10,갑자기 여행을 가게 되서 걱정도 많이 하고 했는데 정말 꿈같은 다낭에 도착해서 처음엔 가이드도 바뀌고 어수선 했는데 그래도 현지 가이드이신 미소님도 너무 잘해주셨고 김주현 가이드님도 더운날씨에 관광 시켜주시고 않이 배려해주시고 좋은 말씀도 많이 해주시고 애들한테도 신경 많이 써주시고 너무 감사했어요~~다음에도 놀러가면 김주현 가이드님 또 만나고 싶을정도로 정말 좋았어요~하나투어 번창하시고 미소가이드님 김주현 가이드님 앞으로 좋은일만 있으세요...화이팅~~~,
4.8,순쑨순,가족여행으로 좋아요,50대,2023.08.10,확정된 일정과 조금 다른 부분이 있어 살짝 당황했어요. 오전 자유시간이 없어지고 소원배를 타지 못하고 마사지 선택옵션이 갑자기 생겨 또 긴 시간을 채워야 하는 스케줄 변동이 조금 혼란스럽기는 했으나 전반적으로 만족합니다,
5,yon********,가족여행으로 좋아요,30대,2023.08.09,"가족여행으로는 첫 해외여행이었습니다. 패키지와 자유여행 중에 정말 많이 고민을 하다가, 자유여행은 부모님이 힘드실 거 같아 패키지로 결정을 해서 진행을 했습니다. 사실 예전에 패키지여행도 몇 번 해본 터라 큰 기대는 없었어요. 패키지 관광 방식이 사실 다 거기서 거기잖아요 근데 이번 여행으로 그런 편견이 전부 깨졌습니다. 바로 ""이동호 가이드님"" 때문이었는데요 다 비슷비슷한 일정에 다 똑같은 음식, 관례처럼 들리는 쇼핑센터, 선택 관광 등등 별거 없을 것 같은 여행이 가이드가 누구인지 하나로 인해 이렇게 의미 있고 추억 가득한...",
5,soo*****,가족여행으로 좋아요,60대,2023.08.08,"8월3일/8월7일 다낭 3박5일 잘다녀왔습니다. 가족4명이 갈려고 했는데 딸이 코로나에 걸려 아들하고 3명이 다녀왔어요. 정민기가이드님이 세심한 배려로 즐거운 여행이었습니다. 고객한테 최선을 다할려고하는 맘이 엿보였습니다. 정민기가이드님 해박한 지식도 감동이었습니다, 앞으로도 하나투어와 함께 할 수 있길....",
3.2,fre********,가족여행으로 좋아요,40대,2023.08.08,성공적인 가족여행이었습니다,
5,나님입니다,가족여행으로 좋아요,40대,2023.08.08,너무 괜찮았어요~~가이드님 설명이 최고입니다,
2.6,hn2***,아동동반 여행으로 좋아요,40대,2023.08.08,코로나 이후에 아이들과 오랬만에 계획한 여행인데 … 이번 하나투어 여행은 정말 우리 아이들 마음엔 상처가득하고 최악의 여행 이었어요 !!!! 저는 패키지여행으로 이번이 6번째 여행입니다 .. 쭉 ~모두투어만 이용하다가 하나투어란 네임을 믿고 예약했어요 호텔은 4성급 로얄로터스 다낭 이었는데. 룸 컨디션은 그냥 저냥 괜찮았어요~가구가 많이 낡았고 무엇보다 베트남은 냉장고 문화가 없다더니 호텔 인데도 냉장고가 아닌 쿨러가 설치되어있어서 별로 시원하지않아요 쿨링 넥밴드 않얼어서 사용 못해요 (어는점이 18도이하라서 ...,
4.6,myl********,가족여행으로 좋아요,40대,2023.08.07,"티웨이항공이 지연된것이외에는 너무나도 완벽한 여행이었습니다 ^^ 모든 여행을 자유여행으로 다니고 패키지는 처음으로 갔던 여행이여서 걱정이 많았었는데요, 자유여행으로 갔더라면 경험하지 못했을 다낭의 모든 여행지를 경험하고 올 수 있는 여행이었습니다~~^^ 공항에서 첫 만남부터 유쾌하셨던 정어리 가이드님~♡ 여행 내내 자세한 설명은 물론이고 패키지 팀마다 다르게 세심하게 배려해주셔서 편안한 여행을 할 수 있었습니다. 식사도 기대 이상으로 다 맛있었고, 호텔도 편안했습니다 ^^ 첫 패키지 여행을 잘 다녀올 수 있게 해주신 하나 투...",
4.6,sun*****,커플여행으로 좋아요,40대,2023.08.07,90%만족입니다. 식사 여행지 다 좋았어요. 단 쇼핑센터 방문시 무언의 압박이 느껴져서 필요없는 물건도 사게 됐어요.,
4.2,gib***,가족여행으로 좋아요,30대,2023.08.06,세상에 이런 가이드를 만날줄이야! 피기복가이드님 만나서 이번 베트남 다낭 휴가 정말 잘보내고 왔습니다. 일정도 좋았고 날씨도 좋았고 가이드님이 설명도 잘해주시고 이끌어 주셨습니다. 덕분에 알차고 즐거운 가족여행이 되었습니다. 비행기 지연에 따른 항공사의 대처는 아쉬웠습니다.,
4.2,dhd***,나홀로 여행으로 좋아요,20대,2023.08.05,강혜영 가이드덕분 즐거운여행했습니다 너무너무감사드리고 건강하세요~~,
3.4,whi*******,가족여행으로 좋아요,50대,2023.08.04,다른 나라 여행보다는 베트남 여행이 가장 재밌었던것 같아요 날씨도 한국보다는 안더워서 여행하는데 덜 힘들었던것같아요,
3.6,aca******,가족여행으로 좋아요,40대,2023.08.04,가이드님 덕분에 즐거운 여행이 되었지만 마지막 귀국길에 비행기가 연기되어 많이 힘들었습니다 게다가 캐리어가 모두 엉망이네요 다 기스나고 덮어둔 헝겊은 다 찢어지고 그 부분이 불만이네요,
4.2,sms****,커플여행으로 좋아요,50대,2023.08.03,패키지로 처음 간 다낭. 멋진 가이드분을 만나 일정내내...너무너무 즐거운 여행였어요. 정은인 가이드님께 감사드립니다. 건강하고 행복하세요.^^,
4.6,kmy****,커플여행으로 좋아요,50대,2023.08.01,"양호열 가이드님 란,기사님,그리고 최고의 팀원들 모두 감사했습니다.당신들로 인해서 다낭에서 추억이 더더욱 소중해졌습니다.더운 여름 건강유의하세요^^!!!",
4.4,sto*********,친구모임으로 좋아요,30대,2023.07.31,"비행기 좌석을 일행과 너무 떨어뜨려놔서 힘들었어요 하나투어에서 좌석까지 관리 해주셨음 훨씬 좋았을거 같아요. 호텔조식은 정말 죽이랑 빵만 먹다왔어요. 나머지는 쏘쏘~(어차피 한국만큼을 기대하진 않았으니) 하지만 호텔의 위치는 최고! 미케비치와 아주 가깝고- 호텔앞 카페가 정말 힙한곳이였어요! 짱! 이번 여행의 최고는 가이드님과 현지가이드님이에요!! . 선택관광과 쇼핑에 대해서 강요가 전혀없었어요. 양호열 가이드님의 100번째 손님을 위한 웰컴 과일 바구니 너무 감사했고, 세심한 배려, 식사자리배치를 위한 마음 씀씀이 등등 좋...",
4.6,yoh*****,친구모임으로 좋아요,40대,2023.07.30,"기대 이상 좋았습니다! 선택 관광과 쇼핑 3회 관련해 미리 부담이 좀 있었는데, 걱정할 필요없이 선택이 자유롭고 편했구요~ 쇼핑 3회 중 2회는 오히려 상품들이 너무 만족스러워서 더 많이 구매해 오지 못한것을 후회할 정도였습니다.^^; 특히 양호열 가이드님과 란(현지 가이드)이 양심껏 정직하게 이끌어주시고, 즐거운 추억 만들어주셔서 너무 감사하는 마음입니다! 또 가고 싶네요.^^",
4.6,mhl****,가족여행으로 좋아요,50대,2023.07.29,3박4일 진짜 알차게 보낸듯 호텔위치도 퀄리티도 나쁘지않고 여러가지코스도 잘짜여져있어서 개별여행보다 더많이 보고 시간을알차게보낼수 있는 단체투어의장점을 잘 살린듯 ..다만 저령한가격에 단체투어 와서 은근개별여행을 할려는 일부팀들이 나머지 팀들을불편하게 하는건 좀 피곤했습니다 여행사나 가이드님 잘못은 아니지만 다들 단체투어에왔으면 다른팀들분위기도좀배려해줬으면 하는 아쉬움이 ㅜㅜ,
4.8,a00****,가족여행으로 좋아요,40대,2023.07.28,가족여행으로 다낭 선택을 참 잘한것 같습니다. 호텔도 넘 맘에 들고 놀거리 볼거리 많아 다 못놀고 왔어요.. 패키지 특성상 좀 빡세긴 했지만 볼곳을 알차게 돌아보는 장점도 있었어요.. 오정민 가이드님 그리고 하이 베트남 현지 가이드님 너무 애쓰셨어요.. 두분다 그 며칠 사이 정이 들었는지 나중에 헤어질때 서운한 감정이 들더라구요ㅜㅜ 마지막날 버스안에서 헤어질때 일일이 오정민 가이드님이 악수 하는데 맘이 찡하드라구요.. 이자리를 빌러서 감사하단말 전하고 싶네요. 누구의 인생에 중요한 여행에 기분좋은 시간을 만들어 주셔서 감사해요......,
5,하나투어vv,가족여행으로 좋아요,50대,2023.07.27,"대만족 다낭, 호이안 여행이었습니다. 갔다오자마자 방송에서 여기저기 많이 나와 더 뿌듯했고 쇼핑 선택 강요없이 즐거운 여행이었습니다. 진동균 가이드님 감사합니다. 베트남 맘에 들어 다른 지역 알아보는 중입니다. 역시 패키지는 하나투어입니다.",
4.4,joo****,커플여행으로 좋아요,20대,2023.07.26,버스 내 에어컨이 별로였습니다. 다음에는 조금 더 성능이 좋은 버스로 일정 진행해주시면 좋을 것 같습니다.,
4.4,yoo********,가족여행으로 좋아요,20대,2023.07.25,다낭공항에 현지가이드분이 들고 있는 팻말에 하나투어라는 표시 없이 가이드분 이름만 적혀있어서 찾느라 한참 헤맸습니다.. 신경 좀 써주세요 가이드분이 잘 챙겨주시고 신경써주셔서 여행은 잘 즐기다 왔어요,
3.8,yol*******,친구모임으로 좋아요,60대,2023.07.25,여행은 재미있고 알찼으나 가이드에 쇼핑강요가 좀 힘들었음. 전문적인 가이드 역할은 했으나 쇼핑을 안할수 없게 만들었어요. 그거 외에는 만족했어요.,
4.4,kim******,가족여행으로 좋아요,50대,2023.07.24,친절한 설명 및 그나라 풍습.문화.경제 자세히 설명 해주시고 나중에 기회되면 또 가보고 싶은 곳이었습니다. 감사합니다.,
4.6,779***,커플여행으로 좋아요,40대,2023.07.24,"코로나 이후 첫 해외여행으로 하나투어를 통해 다낭과 호이안에 다녀왔습니다. 사실 동남아 패키지 여행은 선택관광과 쇼핑 때문에 기분이 상하는 경우가 많아 가기가 조심스러운데 지금까지 다녀본 동남아 패키지 여행 중 이번 여행의 가이드분들이 단연 최고라고 할 수 있을 것 같습니다. 여행을 정할때 어느 정도의 선택관광과 쇼핑은 당연하다고 생각하지만, 정말 기분 상할 정도로 강요하는 분들도 계셨거든요. 그런데 이번에는 정말 하고 싶은 것들만 했는데도, 더 하지 못한게 미안하다는 생각이 들더군요. 늦은 시간 공항에 처음 내렸을 때 대기하...",
4.6,recmbc,커플여행으로 좋아요,50대,2023.07.24,가이드님의. 관광코스 순서. 식사넘 좋은 식사. 한마디로 다시 찾고싶은 가이드 권진용님께 다시 한번 감사드리며. 너무. 유익하고 알찬 여행이였습니다,
4.6,kai****,가족여행으로 좋아요,40대,2023.07.23,"부모님 첫 해외여행 이었고, 첫 패키지 여행이라 설레임 보다는 걱정이 더 컸었는데 가이드 두분과 패키지 팀원들 잘 만나서 너무 만족스러운 여행 이었습니다. 양호열 가이드님 정말 감사 드리고, 현지 가이드님 이름 까먹었는데 랑 님이었나, 담에 이분들과 함께 할수 있다면 또 패키지 가고 싶네요ㅎ 감사합니다 🙏",
